indicator,value,country_code,country,year
Population growth (annual %),0.739763272434863,SWE,Sweden,2012
Population growth (annual %),0.733617006765134,USA,United States,2012
"Pupil-teacher ratio, preprimary",16.7848606109619,ARE,United Arab Emirates,2012
"Pupil-teacher ratio, preprimary",13.327260017395,USA,United States,2012
"Pupil-teacher ratio, primary",18.1835803985596,ARE,United Arab Emirates,2012
"Pupil-teacher ratio, primary",41.3527412414551,PAK,Pakistan,2012
"Pupil-teacher ratio, primary",9.59908962249756,QAT,Qatar,2012
"Pupil-teacher ratio, primary",9.64566993713379,SWE,Sweden,2012
"Pupil-teacher ratio, primary",14.4221601486206,USA,United States,2012
Total greenhouse gas emissions (kt of CO2 equivalent),204888.718962496,ARE,United Arab Emirates,2012
Total greenhouse gas emissions (kt of CO2 equivalent),183300.562417687,BGD,Bangladesh,2012
Total greenhouse gas emissions (kt of CO2 equivalent),1027063.85487082,CAN,Canada,2012
Total greenhouse gas emissions (kt of CO2 equivalent),53703.2239270284,DNK,Denmark,2012
Total greenhouse gas emissions (kt of CO2 equivalent),295499.745446082,EGY,"Egypt, Arab Rep.",2012
Total greenhouse gas emissions (kt of CO2 equivalent),3002894.92752695,IND,India,2012
Total greenhouse gas emissions (kt of CO2 equivalent),63536.7320746753,NOR,Norway,2012
Total greenhouse gas emissions (kt of CO2 equivalent),369734.583692698,PAK,Pakistan,2012
Total greenhouse gas emissions (kt of CO2 equivalent),103155.120721373,QAT,Qatar,2012
Total greenhouse gas emissions (kt of CO2 equivalent),65767.7870645559,SWE,Sweden,2012
Total greenhouse gas emissions (kt of CO2 equivalent),6343840.50774614,USA,United States,2012
Access to electricity (% of population),100.0,ARE,United Arab Emirates,2013
Access to electricity (% of population),61.5,BGD,Bangladesh,2013
Access to electricity (% of population),100.0,CAN,Canada,2013
Access to electricity (% of population),100.0,DNK,Denmark,2013
Access to electricity (% of population),99.9945449829102,EGY,"Egypt, Arab Rep.",2013
Access to electricity (% of population),80.874755859375,IND,India,2013
Access to electricity (% of population),100.0,NOR,Norway,2013
Access to electricity (% of population),70.799934387207,PAK,Pakistan,2013
Access to electricity (% of population),100.0,QAT,Qatar,2013
Access to electricity (% of population),100.0,SWE,Sweden,2013
Access to electricity (% of population),100.0,USA,United States,2013
Adjusted net national income per capita (annual % growth),8.4134304733106,ARE,United Arab Emirates,2013
Adjusted net national income per capita (annual % growth),4.14988357175415,BGD,Bangladesh,2013
Adjusted net national income per capita (annual % growth),1.41652351768509,CAN,Canada,2013
Adjusted net national income per capita (annual % growth),2.49602042433155,DNK,Denmark,2013
Adjusted net national income per capita (annual % growth),0.957724993333102,EGY,"Egypt, Arab Rep.",2013
Adjusted net national income per capita (annual % growth),4.48117874750693,IND,India,2013
Adjusted net national income per capita (annual % growth),1.36022247643726,NOR,Norway,2013
Adjusted net national income per capita (annual % growth),2.44573946728678,PAK,Pakistan,2013
Adjusted net national income per capita (annual % growth),-0.235369741003439,QAT,Qatar,2013
Adjusted net national income per capita (annual % growth),0.476433479454187,SWE,Sweden,2013
Adjusted net national income per capita (annual % growth),0.588358264325223,USA,United States,2013
"Birth rate, crude (per 1,000 people)",10.54,ARE,United Arab Emirates,2013
"Birth rate, crude (per 1,000 people)",19.997,BGD,Bangladesh,2013
"Birth rate, crude (per 1,000 people)",10.8,CAN,Canada,2013
"Birth rate, crude (per 1,000 people)",10.0,DNK,Denmark,2013
"Birth rate, crude (per 1,000 people)",27.949,EGY,"Egypt, Arab Rep.",2013
"Birth rate, crude (per 1,000 people)",19.938,IND,India,2013
"Birth rate, crude (per 1,000 people)",11.6,NOR,Norway,2013
"Birth rate, crude (per 1,000 people)",29.53,PAK,Pakistan,2013
"Birth rate, crude (per 1,000 people)",10.666,QAT,Qatar,2013
"Birth rate, crude (per 1,000 people)",11.8,SWE,Sweden,2013
"Birth rate, crude (per 1,000 people)",12.4,USA,United States,2013
CO2 emissions (metric tons per capita),18.5592361743048,ARE,United Arab Emirates,2013
CO2 emissions (metric tons per capita),0.456320609091594,BGD,Bangladesh,2013
CO2 emissions (metric tons per capita),14.7410812954918,CAN,Canada,2013
CO2 emissions (metric tons per capita),6.86256503195408,DNK,Denmark,2013
CO2 emissions (metric tons per capita),2.41403693290307,EGY,"Egypt, Arab Rep.",2013
CO2 emissions (metric tons per capita),1.58860010420502,IND,India,2013
CO2 emissions (metric tons per capita),11.4501188375594,NOR,Norway,2013
CO2 emissions (metric tons per capita),0.859160807851102,PAK,Pakistan,2013
CO2 emissions (metric tons per capita),36.3879175236907,QAT,Qatar,2013
CO2 emissions (metric tons per capita),4.67142078453361,SWE,Sweden,2013
CO2 emissions (metric tons per capita),16.3234767932125,USA,United States,2013
Expense (% of GDP),4.01105941619494,ARE,United Arab Emirates,2013
Expense (% of GDP),9.50711961152747,BGD,Bangladesh,2013
Expense (% of GDP),17.1273527929964,CAN,Canada,2013
Expense (% of GDP),41.4137702838351,DNK,Denmark,2013
Expense (% of GDP),32.2017308105784,EGY,"Egypt, Arab Rep.",2013
Expense (% of GDP),16.6386825486965,IND,India,2013
Expense (% of GDP),34.1683099908147,NOR,Norway,2013
Expense (% of GDP),33.3050428213069,SWE,Sweden,2013
Expense (% of GDP),23.0225482294012,USA,United States,2013
Forest area (sq. km),3204.80010986328,ARE,United Arab Emirates,2013
Forest area (sq. km),14341.9995117188,BGD,Bangladesh,2013
Forest area (sq. km),3471621.875,CAN,Canada,2013
Forest area (sq. km),6021.59973144531,DNK,Denmark,2013
Forest area (sq. km),718.000030517578,EGY,"Egypt, Arab Rep.",2013
Forest area (sq. km),703252.03125,IND,India,2013
Forest area (sq. km),121080.0,NOR,Norway,2013
Forest area (sq. km),15580.0,PAK,Pakistan,2013
Forest area (sq. km),0.0,QAT,Qatar,2013
Forest area (sq. km),280730.0,SWE,Sweden,2013
Forest area (sq. km),3095450.0,USA,United States,2013
GDP growth (annual %),5.05334582526655,ARE,United Arab Emirates,2013
GDP growth (annual %),6.01361036536019,BGD,Bangladesh,2013
GDP growth (annual %),2.31988228882909,CAN,Canada,2013
GDP growth (annual %),0.933349281516229,DNK,Denmark,2013
GDP growth (annual %),2.18546605362178,EGY,"Egypt, Arab Rep.",2013
GDP growth (annual %),6.38610640094825,IND,India,2013
GDP growth (annual %),1.04438907843544,NOR,Norway,2013
GDP growth (annual %),4.39645663349772,PAK,Pakistan,2013
GDP growth (annual %),4.41027461916184,QAT,Qatar,2013
GDP growth (annual %),1.23834939778263,SWE,Sweden,2013
GDP growth (annual %),1.8420810704697,USA,United States,2013
GDP per capita (current US$),42412.6302780364,ARE,United Arab Emirates,2013
GDP per capita (current US$),981.839879150399,BGD,Bangladesh,2013
GDP per capita (current US$),52504.655704109,CAN,Canada,2013
GDP per capita (current US$),61191.1926260428,DNK,Denmark,2013
GDP per capita (current US$),3264.37878715277,EGY,"Egypt, Arab Rep.",2013
GDP per capita (current US$),1449.6059123387,IND,India,2013
GDP per capita (current US$),103059.24822759,NOR,Norway,2013
GDP per capita (current US$),1208.90431029644,PAK,Pakistan,2013
GDP per capita (current US$),85050.9109716822,QAT,Qatar,2013
GDP per capita (current US$),60347.6874885834,SWE,Sweden,2013
GDP per capita (current US$),53106.9097703155,USA,United States,2013
GDP per capita growth (annual %),4.41015904513891,ARE,United Arab Emirates,2013
GDP per capita growth (annual %),4.79440164181352,BGD,Bangladesh,2013
GDP per capita growth (annual %),1.24447071327805,CAN,Canada,2013
GDP per capita growth (annual %),0.513432702078376,DNK,Denmark,2013
GDP per capita growth (annual %),-0.105957427144631,EGY,"Egypt, Arab Rep.",2013
GDP per capita growth (annual %),5.13495690740315,IND,India,2013
GDP per capita growth (annual %),-0.170023871745812,NOR,Norway,2013
GDP per capita growth (annual %),2.22327717948816,PAK,Pakistan,2013
GDP per capita growth (annual %),-1.86799586745329,QAT,Qatar,2013
GDP per capita growth (annual %),0.384131820229953,SWE,Sweden,2013
GDP per capita growth (annual %),1.13849725776922,USA,United States,2013
GNI per capita (constant 2010 US$),37146.4018699689,ARE,United Arab Emirates,2013
GNI per capita (constant 2010 US$),979.258379013211,BGD,Bangladesh,2013
GNI per capita (constant 2010 US$),48746.3247814377,CAN,Canada,2013
GNI per capita (constant 2010 US$),60647.8809994896,DNK,Denmark,2013
GNI per capita (constant 2010 US$),2561.41238288402,EGY,"Egypt, Arab Rep.",2013
GNI per capita (constant 2010 US$),1525.44416919699,IND,India,2013
GNI per capita (constant 2010 US$),89521.3561744991,NOR,Norway,2013
GNI per capita (constant 2010 US$),1082.30022833587,PAK,Pakistan,2013
GNI per capita (constant 2010 US$),61914.0852049624,QAT,Qatar,2013
GNI per capita (constant 2010 US$),53976.9307534302,SWE,Sweden,2013
GNI per capita (constant 2010 US$),50647.1813029295,USA,United States,2013
"Government expenditure on education, total (% of government expenditure)",13.8228197097778,BGD,Bangladesh,2013
"Government expenditure on education, total (% of government expenditure)",15.2174396514893,DNK,Denmark,2013
"Government expenditure on education, total (% of government expenditure)",14.0501804351807,IND,India,2013
"Government expenditure on education, total (% of government expenditure)",17.2689094543457,NOR,Norway,2013
"Government expenditure on education, total (% of government expenditure)",11.5139799118042,PAK,Pakistan,2013
"Government expenditure on education, total (% of government expenditure)",13.1471004486084,QAT,Qatar,2013
"Government expenditure on education, total (% of government expenditure)",15.1440801620483,SWE,Sweden,2013
"Government expenditure on education, total (% of government expenditure)",13.3936195373535,USA,United States,2013
"Industry (including construction), value added (% of GDP)",55.0200674265532,ARE,United Arab Emirates,2013
"Industry (including construction), value added (% of GDP)",26.307070164309,BGD,Bangladesh,2013
"Industry (including construction), value added (% of GDP)",27.0164086824359,CAN,Canada,2013
"Industry (including construction), value added (% of GDP)",20.0618030893253,DNK,Denmark,2013
"Industry (including construction), value added (% of GDP)",39.8869544184046,EGY,"Egypt, Arab Rep.",2013
"Industry (including construction), value added (% of GDP)",28.4048995601136,IND,India,2013
"Industry (including construction), value added (% of GDP)",35.5890849678515,NOR,Norway,2013
"Industry (including construction), value added (% of GDP)",20.2169364090313,PAK,Pakistan,2013
"Industry (including construction), value added (% of GDP)",71.768350592851,QAT,Qatar,2013
"Industry (including construction), value added (% of GDP)",23.0484117522832,SWE,Sweden,2013
"Industry (including construction), value added (% of GDP)",19.258201288611,USA,United States,2013
"Life expectancy at birth, total (years)",76.798,ARE,United Arab Emirates,2013
"Life expectancy at birth, total (years)",71.431,BGD,Bangladesh,2013
"Life expectancy at birth, total (years)",81.7487804878049,CAN,Canada,2013
"Life expectancy at birth, total (years)",80.3,DNK,Denmark,2013
"Life expectancy at birth, total (years)",70.933,EGY,"Egypt, Arab Rep.",2013
"Life expectancy at birth, total (years)",67.714,IND,India,2013
"Life expectancy at birth, total (years)",81.7512195121951,NOR,Norway,2013
"Life expectancy at birth, total (years)",65.927,PAK,Pakistan,2013
"Life expectancy at birth, total (years)",77.739,QAT,Qatar,2013
"Life expectancy at birth, total (years)",81.9560975609756,SWE,Sweden,2013
"Life expectancy at birth, total (years)",78.7414634146342,USA,United States,2013
"Net primary income (BoP, current US$)",-2507704100.60269,BGD,Bangladesh,2013
"Net primary income (BoP, current US$)",-25108387410.5447,CAN,Canada,2013
"Net primary income (BoP, current US$)",10886894978.5433,DNK,Denmark,2013
"Net primary income (BoP, current US$)",-7163400000.0,EGY,"Egypt, Arab Rep.",2013
"Net primary income (BoP, current US$)",-21802411390.77,IND,India,2013
"Net primary income (BoP, current US$)",5379510127.56867,NOR,Norway,2013
"Net primary income (BoP, current US$)",-3963000000.0,PAK,Pakistan,2013
"Net primary income (BoP, current US$)",-10363736263.7363,QAT,Qatar,2013
"Net primary income (BoP, current US$)",11920895712.4094,SWE,Sweden,2013
"Net primary income (BoP, current US$)",205975000000.0,USA,United States,2013
Population density (people per sq. km of land area),129.511546043368,ARE,United Arab Emirates,2013
Population density (people per sq. km of land area),1173.57821310594,BGD,Bangladesh,2013
Population density (people per sq. km of land area),3.85802116014608,CAN,Canada,2013
Population density (people per sq. km of land area),133.720695403668,DNK,Denmark,2013
Population density (people per sq. km of land area),88.8087196745191,EGY,"Egypt, Arab Rep.",2013
Population density (people per sq. km of land area),430.798613273958,IND,India,2013
Population density (people per sq. km of land area),13.912086861994,NOR,Norway,2013
Population density (people per sq. km of land area),248.10984718763,PAK,Pakistan,2013
Population density (people per sq. km of land area),201.255297157623,QAT,Qatar,2013
Population density (people per sq. km of land area),23.5684661462169,SWE,Sweden,2013
Population density (people per sq. km of land area),34.5515704974736,USA,United States,2013
Population growth (annual %),0.614129704394249,ARE,United Arab Emirates,2013
Population growth (annual %),1.1567134531016,BGD,Bangladesh,2013
Population growth (annual %),1.05659125917789,CAN,Canada,2013
Population growth (annual %),0.416901360752097,DNK,Denmark,2013
Population growth (annual %),2.26794068600828,EGY,"Egypt, Arab Rep.",2013
Population growth (annual %),1.18301607012995,IND,India,2013
Population growth (annual %),1.20914158930136,NOR,Norway,2013
Population growth (annual %),2.10363216926499,PAK,Pakistan,2013
Population growth (annual %),6.201453324846,QAT,Qatar,2013
Population growth (annual %),0.847348652246305,SWE,Sweden,2013
Population growth (annual %),0.693255124565919,USA,United States,2013
"Pupil-teacher ratio, preprimary",15.7394504547119,ARE,United Arab Emirates,2013
"Pupil-teacher ratio, preprimary",15.4222002029419,QAT,Qatar,2013
"Pupil-teacher ratio, preprimary",5.99969005584717,SWE,Sweden,2013
"Pupil-teacher ratio, preprimary",13.7396297454834,USA,United States,2013
"Pupil-teacher ratio, primary",16.068639755249,ARE,United Arab Emirates,2013
"Pupil-teacher ratio, primary",32.3183288574219,IND,India,2013
"Pupil-teacher ratio, primary",8.95777988433838,NOR,Norway,2013
"Pupil-teacher ratio, primary",42.5487518310547,PAK,Pakistan,2013
"Pupil-teacher ratio, primary",10.0029001235962,QAT,Qatar,2013
"Pupil-teacher ratio, primary",11.809229850769,SWE,Sweden,2013
"Pupil-teacher ratio, primary",14.4536695480347,USA,United States,2013
Access to electricity (% of population),100.0,ARE,United Arab Emirates,2014
Access to electricity (% of population),62.4,BGD,Bangladesh,2014
Access to electricity (% of population),100.0,CAN,Canada,2014
Access to electricity (% of population),100.0,DNK,Denmark,2014
Access to electricity (% of population),99.8,EGY,"Egypt, Arab Rep.",2014
Access to electricity (% of population),83.6201095581055,IND,India,2014
Access to electricity (% of population),100.0,NOR,Norway,2014
Access to electricity (% of population),70.9899444580078,PAK,Pakistan,2014
Access to electricity (% of population),100.0,QAT,Qatar,2014
Access to electricity (% of population),100.0,SWE,Sweden,2014
Access to electricity (% of population),100.0,USA,United States,2014
Adjusted net national income per capita (annual % growth),4.57992805589811,ARE,United Arab Emirates,2014
Adjusted net national income per capita (annual % growth),2.90894134500597,BGD,Bangladesh,2014
Adjusted net national income per capita (annual % growth),1.40499561492386,CAN,Canada,2014
Adjusted net national income per capita (annual % growth),3.34496238588842,DNK,Denmark,2014
Adjusted net national income per capita (annual % growth),1.26667308304766,EGY,"Egypt, Arab Rep.",2014
Adjusted net national income per capita (annual % growth),5.77233368819276,IND,India,2014
Adjusted net national income per capita (annual % growth),0.858812011634953,NOR,Norway,2014
Adjusted net national income per capita (annual % growth),3.78139865273839,PAK,Pakistan,2014
Adjusted net national income per capita (annual % growth),-2.11220584028226,QAT,Qatar,2014
Adjusted net national income per capita (annual % growth),1.55507550279653,SWE,Sweden,2014
Adjusted net national income per capita (annual % growth),2.8602496329579,USA,United States,2014
"Birth rate, crude (per 1,000 people)",10.202,ARE,United Arab Emirates,2014
"Birth rate, crude (per 1,000 people)",19.637,BGD,Bangladesh,2014
"Birth rate, crude (per 1,000 people)",10.8,CAN,Canada,2014
"Birth rate, crude (per 1,000 people)",10.1,DNK,Denmark,2014
"Birth rate, crude (per 1,000 people)",27.707,EGY,"Egypt, Arab Rep.",2014
"Birth rate, crude (per 1,000 people)",19.573,IND,India,2014
"Birth rate, crude (per 1,000 people)",11.5,NOR,Norway,2014
"Birth rate, crude (per 1,000 people)",29.163,PAK,Pakistan,2014
"Birth rate, crude (per 1,000 people)",10.483,QAT,Qatar,2014
"Birth rate, crude (per 1,000 people)",11.9,SWE,Sweden,2014
"Birth rate, crude (per 1,000 people)",12.5,USA,United States,2014
CO2 emissions (metric tons per capita),22.9396063130991,ARE,United Arab Emirates,2014
CO2 emissions (metric tons per capita),0.473657610012808,BGD,Bangladesh,2014
CO2 emissions (metric tons per capita),15.1589272191963,CAN,Canada,2014
CO2 emissions (metric tons per capita),5.9357124821143,DNK,Denmark,2014
CO2 emissions (metric tons per capita),2.23273200470305,EGY,"Egypt, Arab Rep.",2014
CO2 emissions (metric tons per capita),1.72767050665838,IND,India,2014
CO2 emissions (metric tons per capita),9.27094513154166,NOR,Norway,2014
CO2 emissions (metric tons per capita),0.851472804393805,PAK,Pakistan,2014
CO2 emissions (metric tons per capita),43.8573079516167,QAT,Qatar,2014
CO2 emissions (metric tons per capita),4.47818217821374,SWE,Sweden,2014
CO2 emissions (metric tons per capita),16.502837239406,USA,United States,2014
Expense (% of GDP),3.8952818504979,ARE,United Arab Emirates,2014
Expense (% of GDP),9.50443649145954,BGD,Bangladesh,2014
Expense (% of GDP),16.4409249414626,CAN,Canada,2014
Expense (% of GDP),40.910777244702,DNK,Denmark,2014
Expense (% of GDP),32.9206291079812,EGY,"Egypt, Arab Rep.",2014
Expense (% of GDP),14.803137644208,IND,India,2014
Expense (% of GDP),35.6072222495881,NOR,Norway,2014
Expense (% of GDP),32.8194522859481,SWE,Sweden,2014
Expense (% of GDP),22.7266157073609,USA,United States,2014
Forest area (sq. km),3215.40008544922,ARE,United Arab Emirates,2014
Forest area (sq. km),14315.9997558594,BGD,Bangladesh,2014
Forest area (sq. km),3471155.9375,CAN,Canada,2014
Forest area (sq. km),6071.79992675781,DNK,Denmark,2014
Forest area (sq. km),724.000015258789,EGY,"Egypt, Arab Rep.",2014
Forest area (sq. km),705036.015625,IND,India,2014
Forest area (sq. km),121100.0,NOR,Norway,2014
Forest area (sq. km),15150.0,PAK,Pakistan,2014
Forest area (sq. km),0.0,QAT,Qatar,2014
Forest area (sq. km),280730.0,SWE,Sweden,2014
Forest area (sq. km),3098200.0,USA,United States,2014
GDP growth (annual %),4.39869668246446,ARE,United Arab Emirates,2014
GDP growth (annual %),6.06105935903958,BGD,Bangladesh,2014
GDP growth (annual %),2.85899646123819,CAN,Canada,2014
GDP growth (annual %),1.61937497071034,DNK,Denmark,2014
GDP growth (annual %),2.91591187985725,EGY,"Egypt, Arab Rep.",2014
GDP growth (annual %),7.41022760508852,IND,India,2014
GDP growth (annual %),1.97511744594576,NOR,Norway,2014
GDP growth (annual %),4.67470798143725,PAK,Pakistan,2014
GDP growth (annual %),3.97888214728583,QAT,Qatar,2014
GDP growth (annual %),2.60190266972866,SWE,Sweden,2014
GDP growth (annual %),2.4519730360895,USA,United States,2014
GDP per capita (current US$),43751.8388860721,ARE,United Arab Emirates,2014
GDP per capita (current US$),1118.8536634927,BGD,Bangladesh,2014
GDP per capita (current US$),50835.5111782446,CAN,Canada,2014
GDP per capita (current US$),62548.9850174371,DNK,Denmark,2014
GDP per capita (current US$),3378.83135785555,EGY,"Egypt, Arab Rep.",2014
GDP per capita (current US$),1573.88149211052,IND,India,2014
GDP per capita (current US$),97199.9190963458,NOR,Norway,2014
GDP per capita (current US$),1251.16410422834,PAK,Pakistan,2014
GDP per capita (current US$),83858.5283798723,QAT,Qatar,2014
GDP per capita (current US$),59241.6063787415,SWE,Sweden,2014
GDP per capita (current US$),55032.9579979166,USA,United States,2014
GDP per capita growth (annual %),4.21441053622343,ARE,United Arab Emirates,2014
GDP per capita growth (annual %),4.85610832403805,BGD,Bangladesh,2014
GDP per capita growth (annual %),1.83009693945915,CAN,Canada,2014
GDP per capita growth (annual %),1.10541472107887,DNK,Denmark,2014
GDP per capita growth (annual %),0.616853231315702,EGY,"Egypt, Arab Rep.",2014
GDP per capita growth (annual %),6.18673198340534,IND,India,2014
GDP per capita growth (annual %),0.831566883903108,NOR,Norway,2014
GDP per capita growth (annual %),2.50737624761595,PAK,Pakistan,2014
GDP per capita growth (annual %),-1.20585956299077,QAT,Qatar,2014
GDP per capita growth (annual %),1.58890026521017,SWE,Sweden,2014
GDP per capita growth (annual %),1.7026342478712,USA,United States,2014
GNI per capita (constant 2010 US$),38607.920726238,ARE,United Arab Emirates,2014
GNI per capita (constant 2010 US$),1013.98037510034,BGD,Bangladesh,2014
GNI per capita (constant 2010 US$),49594.9703752552,CAN,Canada,2014
GNI per capita (constant 2010 US$),61612.518997559,DNK,Denmark,2014
GNI per capita (constant 2010 US$),2582.74638117756,EGY,"Egypt, Arab Rep.",2014
GNI per capita (constant 2010 US$),1621.09584567258,IND,India,2014
GNI per capita (constant 2010 US$),92147.4399310578,NOR,Norway,2014
GNI per capita (constant 2010 US$),1114.62755895719,PAK,Pakistan,2014
GNI per capita (constant 2010 US$),61755.8803045167,QAT,Qatar,2014
GNI per capita (constant 2010 US$),54757.4108479506,SWE,Sweden,2014
GNI per capita (constant 2010 US$),51513.2908887082,USA,United States,2014
"Government expenditure on education, total (% of government expenditure)",13.8268203735352,DNK,Denmark,2014
"Government expenditure on education, total (% of government expenditure)",17.0433502197266,NOR,Norway,2014
"Government expenditure on education, total (% of government expenditure)",11.3006601333618,PAK,Pakistan,2014
"Government expenditure on education, total (% of government expenditure)",12.7431497573853,QAT,Qatar,2014
"Government expenditure on education, total (% of government expenditure)",15.3298101425171,SWE,Sweden,2014
"Government expenditure on education, total (% of government expenditure)",13.5948295593262,USA,United States,2014
"Industry (including construction), value added (% of GDP)",52.7781098680802,ARE,United Arab Emirates,2014
"Industry (including construction), value added (% of GDP)",26.3110467833576,BGD,Bangladesh,2014
"Industry (including construction), value added (% of GDP)",27.5332381995598,CAN,Canada,2014
"Industry (including construction), value added (% of GDP)",19.7849750020821,DNK,Denmark,2014
"Industry (including construction), value added (% of GDP)",39.8903333333333,EGY,"Egypt, Arab Rep.",2014
"Industry (including construction), value added (% of GDP)",27.6564012029651,IND,India,2014
"Industry (including construction), value added (% of GDP)",33.9684396019278,NOR,Norway,2014
"Industry (including construction), value added (% of GDP)",20.0251621004652,PAK,Pakistan,2014
"Industry (including construction), value added (% of GDP)",69.7579989822263,QAT,Qatar,2014
"Industry (including construction), value added (% of GDP)",22.7985561765322,SWE,Sweden,2014
"Industry (including construction), value added (% of GDP)",19.2965936268919,USA,United States,2014
"Life expectancy at birth, total (years)",76.948,ARE,United Arab Emirates,2014
"Life expectancy at birth, total (years)",71.803,BGD,Bangladesh,2014
"Life expectancy at birth, total (years)",81.8,CAN,Canada,2014
"Life expectancy at birth, total (years)",80.7,DNK,Denmark,2014
"Life expectancy at birth, total (years)",71.12,EGY,"Egypt, Arab Rep.",2014
"Life expectancy at birth, total (years)",68.021,IND,India,2014
"Life expectancy at birth, total (years)",82.1,NOR,Norway,2014
"Life expectancy at birth, total (years)",66.139,PAK,Pakistan,2014
"Life expectancy at birth, total (years)",77.888,QAT,Qatar,2014
"Life expectancy at birth, total (years)",82.2536585365854,SWE,Sweden,2014
"Life expectancy at birth, total (years)",78.8414634146341,USA,United States,2014
"Net primary income (BoP, current US$)",-2727444787.29975,BGD,Bangladesh,2014
"Net primary income (BoP, current US$)",-22390162145.3411,CAN,Canada,2014
"Net primary income (BoP, current US$)",12780693839.5566,DNK,Denmark,2014
"Net primary income (BoP, current US$)",-6782000000.0,EGY,"Egypt, Arab Rep.",2014
"Net primary income (BoP, current US$)",-24944592949.807,IND,India,2014
"Net primary income (BoP, current US$)",18224570226.2369,NOR,Norway,2014
"Net primary income (BoP, current US$)",-4309000000.0,PAK,Pakistan,2014
"Net primary income (BoP, current US$)",-9300549450.54945,QAT,Qatar,2014
"Net primary income (BoP, current US$)",10931145269.9692,SWE,Sweden,2014
"Net primary income (BoP, current US$)",218396000000.0,USA,United States,2014
Population density (people per sq. km of land area),129.740566037736,ARE,United Arab Emirates,2014
Population density (people per sq. km of land area),1187.06435430591,BGD,Bangladesh,2014
Population density (people per sq. km of land area),3.89700291746531,CAN,Canada,2014
Population density (people per sq. km of land area),134.400452488688,DNK,Denmark,2014
Population density (people per sq. km of land area),90.8379667487066,EGY,"Egypt, Arab Rep.",2014
Population density (people per sq. km of land area),435.762323968532,IND,India,2014
Population density (people per sq. km of land area),14.0698665657304,NOR,Norway,2014
Population density (people per sq. km of land area),253.355677926526,PAK,Pakistan,2014
Population density (people per sq. km of land area),211.817226528854,QAT,Qatar,2014
Population density (people per sq. km of land area),23.8052343423928,SWE,Sweden,2014
Population density (people per sq. km of land area),34.8061443554576,USA,United States,2014
Population growth (annual %),0.176677483630174,ARE,United Arab Emirates,2014
Population growth (annual %),1.14259465675468,BGD,Bangladesh,2014
Population growth (annual %),1.00533757867378,CAN,Canada,2014
Population growth (annual %),0.507053283010163,DNK,Denmark,2014
Population growth (annual %),2.25924945014943,EGY,"Egypt, Arab Rep.",2014
Population growth (annual %),1.14562398784018,IND,India,2014
Population growth (annual %),1.12773667734928,NOR,Norway,2014
Population growth (annual %),2.09227627565648,PAK,Pakistan,2014
Population growth (annual %),5.11495265692046,QAT,Qatar,2014
Population growth (annual %),0.992219728591882,SWE,Sweden,2014
Population growth (annual %),0.734092816509704,USA,United States,2014
"Pupil-teacher ratio, preprimary",18.770040512085,ARE,United Arab Emirates,2014
"Pupil-teacher ratio, preprimary",13.920129776001,QAT,Qatar,2014
"Pupil-teacher ratio, preprimary",5.51506996154785,SWE,Sweden,2014
"Pupil-teacher ratio, preprimary",13.8199701309204,USA,United States,2014
"Pupil-teacher ratio, primary",18.9325408935547,ARE,United Arab Emirates,2014
"Pupil-teacher ratio, primary",10.737380027771,DNK,Denmark,2014
"Pupil-teacher ratio, primary",31.2885494232178,IND,India,2014
"Pupil-teacher ratio, primary",8.85048007965088,NOR,Norway,2014
"Pupil-teacher ratio, primary",46.5231704711914,PAK,Pakistan,2014
"Pupil-teacher ratio, primary",11.2095804214478,QAT,Qatar,2014
"Pupil-teacher ratio, primary",11.9300403594971,SWE,Sweden,2014
"Pupil-teacher ratio, primary",14.5374898910522,USA,United States,2014
Access to electricity (% of population),100.0,ARE,United Arab Emirates,2015
Access to electricity (% of population),73.174201965332,BGD,Bangladesh,2015
Access to electricity (% of population),100.0,CAN,Canada,2015
Access to electricity (% of population),100.0,DNK,Denmark,2015
Access to electricity (% of population),100.0,EGY,"Egypt, Arab Rep.",2015
Access to electricity (% of population),88.0,IND,India,2015
Access to electricity (% of population),100.0,NOR,Norway,2015
Access to electricity (% of population),71.1974105834961,PAK,Pakistan,2015
Access to electricity (% of population),100.0,QAT,Qatar,2015
Access to electricity (% of population),100.0,SWE,Sweden,2015
Access to electricity (% of population),100.0,USA,United States,2015
Adjusted net national income per capita (annual % growth),-8.58687970931101,ARE,United Arab Emirates,2015
Adjusted net national income per capita (annual % growth),5.4133753888987,BGD,Bangladesh,2015
Adjusted net national income per capita (annual % growth),-2.86844222306787,CAN,Canada,2015
Adjusted net national income per capita (annual % growth),1.57535697738469,DNK,Denmark,2015
Adjusted net national income per capita (annual % growth),6.68519309810533,EGY,"Egypt, Arab Rep.",2015
Adjusted net national income per capita (annual % growth),7.60797630092887,IND,India,2015
Adjusted net national income per capita (annual % growth),-1.40089561642712,NOR,Norway,2015
Adjusted net national income per capita (annual % growth),4.08749417449164,PAK,Pakistan,2015
Adjusted net national income per capita (annual % growth),-14.7976385061479,QAT,Qatar,2015
Adjusted net national income per capita (annual % growth),3.2092121619913,SWE,Sweden,2015
Adjusted net national income per capita (annual % growth),2.42632117660099,USA,United States,2015
"Birth rate, crude (per 1,000 people)",9.885,ARE,United Arab Emirates,2015
"Birth rate, crude (per 1,000 people)",19.29,BGD,Bangladesh,2015
"Birth rate, crude (per 1,000 people)",10.7,CAN,Canada,2015
